Shot,TS_TRIG,Energy,Fuel,Notes,Mount_Positions,Jack_Height,V_osc,V_amps12,V_amp3,POLY_2_2,POLY_2_3,POLY_3_1,POLY_3_2,POLY_3_3,POLY_3_4,POLY_3_5,POLY_4_1,POLY_4_2,POLY_4_3,POLY_4_4,POLY_4_5,POLY_5_1,POLY_5_2,POLY_5_3,POLY_5_4,POLY_5_5,radius_poly_2,radius_poly_3,radius_poly_4,radius_poly_5,i_tor_max,FIRE_TIME,Energy_Bayes,Pulse_Time,POLY_3_T_e_fixed,POLY_3_T_e_fixed_hpd95low,POLY_3_T_e_fixed_hpd95high,POLY_3_T_e_fixed_Rhat,POLY_3_T_e_drift,POLY_3_T_e_drift_hpd95low,POLY_3_T_e_drift_hpd95high,POLY_3_T_e_drift_Rhat,POLY_3_v_d_drift,POLY_3_v_d_drift_hpd95low,POLY_3_v_d_drift_hpd95high,POLY_3_v_d_drift_Rhat,POLY_4_T_e_fixed,POLY_4_T_e_fixed_hpd95low,POLY_4_T_e_fixed_hpd95high,POLY_4_T_e_fixed_Rhat,POLY_4_T_e_drift,POLY_4_T_e_drift_hpd95low,POLY_4_T_e_drift_hpd95high,POLY_4_T_e_drift_Rhat,POLY_4_v_d_drift,POLY_4_v_d_drift_hpd95low,POLY_4_v_d_drift_hpd95high,POLY_4_v_d_drift_Rhat
181008002,1.8,,V,"osc. only test, 5% banks. Scopes not triggered.",XDGF,1.25,1650.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-82.65000459817769,,,,,,,,,,,,,,,,,,,,,,,,,,,
181008003,1.8,,V,"Amp. 1&2 test, 10% banks",XDGF,1.25,1650.0,2000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-85.43956792986111,,,,,,,,,,,,,,,,,,,,,,,,,,,
181008004,1.8,,V,"Amp. 1&2&3 test, 20% banks",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-184.06033889738532,,,,,,,,,,,,,,,,,,,,,,,,,,,
181008005,1.8,,V,"Amp. 1&2&3 test, 20% banks",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,12000.066035181866,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009004,1.8,,V,"20% banks, trigger timing test.",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-510.1069742424521,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009005,1.8,,V,"20% banks, trigger timing test. Laser wasn't triggered.",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-453.6340605090468,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009006,1.8,,V,"20% banks, trigger timing test. Laser trigger wasn't hooked up.",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-480.00790204127634,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009007,1.8,,V,"20% banks, trigger timing test. Laser wasn't triggered (bypassed pulse generator).",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-445.4523864487298,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009008,1.8,,V,"20% banks, trigger timing test. Laser was triggered, scopes were not (bad BNC?).",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-448.499787291321,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009009,1.8,,V,"20% banks, trigger timing test. Laser was triggered, along with one scope (noise trigger).",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-475.3807068663206,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009010,1.8,,V,"20% banks, trigger timing test. Scope trigger BNCs connected to ""P CELL TRIG."" No dice.",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-461.4227015452448,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009011,1.8,,V,"20% banks, trigger timing test. Scope trigger BNCs connected to ""OSC SYNC.""",XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-474.7453052411107,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009012,1.8,,V,"20% banks, trigger timing test. Scope trigger BNCs conneced to ""P CELL SYNC."" nope.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,-467.1550376220735,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009013,1.8,,V,"repeat, triggering scope 3 with ruby photodiode? no response.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,12305.361603777288,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009014,1.8,,V,ruby laser not active (no key).,XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,12586.634046258509,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009015,1.8,,He,plasma. lowered scope trigger level. nope.,XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,13043.91208363522,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009016,1.8,,He,"plasma shot, added scope trigger from 4222 channel 2. ",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,13081.574229764761,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009017,1.8,,He,"plasma shot, added scope trigger from 4222 channel 2. ",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,13258.119256521053,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009018,1.8,,He,"plasma shot, digitizing trigger, osc sync., and ""CRO EN MON"" to dial in timing.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,13269.629118312212,,,,,,,,,,,,,,,,,,,,,,,,,,,
181009019,1.8,,He,"plasma shot, digitizing trigger, osc sync., and ""CRO EN MON"" to dial in timing.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,13398.784094221008,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010007,1.8,,He,plasma. Triggering one scope off of poly 2 channel 3. Ruby mon. not on.,XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14264.340191789004,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010008,1.8,,He,plasma. Triggering all scopes off of poly 2 channel 3. So much noise on poly 3 scope.,XDGF,1.25,1650.0,2300.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,17959.07477568974,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010009,1.8,,He,plasma. Triggering 3 scopes off of poly 2 channel 3. So much noise on poly 3 scope.,XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14161.791117290588,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010010,1.8,,He,plasma. Triggering 3 scopes off of poly 2 channel 2. nothing?,XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14483.065516847566,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010011,1.8,,He,"plasma. Triggering scopes off of 4222 channel 2 again, delay 13 us.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14276.257018716737,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010012,1.8,,He,"plasma. Triggering scopes off of 4222 channel 2 again, delay 13.5 us.",XDGF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14364.828784778409,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010013,1.8,,He,Pockel cell had been turned off. On now.,XDGF,1.25,1650.0,2200.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14222.891963023074,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010014,1.8,,He,tweaking scopes.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14220.389472535764,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010015,1.8,,He,TS_PRETRIG to -1.35 ms.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14446.851930014616,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010016,2.0,,He,TS_TRIG to 2ms (decay),XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14046.152162054575,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010017,2.0,,He,"Power test, energy monitor at laser box exit: 3.26 J",XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14165.054749312681,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010018,2.0,,He,"Power test, energy monitor at laser box exit: 3.38 J",XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14538.468899018999,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010019,2.0,,He,test burn at chimney outlet collar,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14364.118702244215,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010020,2.0,,He,Power test with old energy monitor - didn't trigger,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14278.909998917792,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010021,2.0,,He,"Power test with old energy monitor - laser key wasn't in, will retry.",XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14244.155516620503,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010022,2.0,,He,Power test with old energy monitor: 5.34 J.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,14495.11343221354,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010023,2.0,,D/He,D/He shot.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,17904.918786492,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010024,2.0,,D/He,D/He shot.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010025,2.0,,D/He,D/He shot.,XDGF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.34800323274360545,0.3322743595283873,,22918.46071482016,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010026,2.0,,D/He,D/He shot.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22931.13295446487,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010027,2.0,,D/He,D/He shot.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010028,2.0,,D/He,D/He shot.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-20292.019590568765,,,,,,,,,,,,,,,,,,,,,,,,,,,
181010029,2.0,,D/He,D/He shot.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011007,2.0,,He,plasma.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,13905.767769611271,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011008,2.0,,D/He,first deuterium shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-17148.88511683666,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011009,2.0,,D/He,deuterium shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25385.579855840566,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011010,2.0,,D/He,deuterium shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22448.333728386395,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011011,2.0,,V,deuterium shot - faulted before laser fired.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-14104.192261614144,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011012,2.0,,D/He,deuterium shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22393.224145009808,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011013,2.0,,V,high power vacuum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-226.53869537972759,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011014,2.0,,V,high power vacuum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,221.7609623631611,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011015,2.0,,V,high power vacuum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-381.27371223451087,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011016,2.0,,D/He,deuterium shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-23015.638218028893,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011017,2.0,,D/He,deuterium shot (laser temp. 16.9°C).,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22567.520549536493,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011018,2.0,,D/He,repeat.,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25201.953038508203,,,,,,,,,,,,,,,,,,,,,,,,,,,
181011019,2.0,,D/He,repeat.,XDAF,1.25,1650.0,2300.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,27056.867239717816,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016009,2.0,,D/He,first D/He,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,15729.404641715919,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016010,2.1,,D/He,new trig. time,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,16306.373167611837,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016011,2.15,,D/He,new trig. time,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23154.21026560763,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016012,2.24,,D/He,new trig. time,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22842.098026836924,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016013,2.5,,D/He,new trig. time,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23036.881795426158,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016014,2.5,,V,HPV shot,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-164.09269309221418,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016015,1.6403,,D/He,Fire during V_INJ_A ~ minimum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22852.46496056937,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016016,1.6403,,D/He,repeat,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22456.192008086524,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016017,1.6403,,V,repeat - laser not triggered!,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22251.419546069723,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016018,1.6403,,D/He,repeat,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22171.55611670185,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016019,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22266.54964560136,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016020,1.643,,V,"Fire during V_INJ_A ~ 0, laser not triggered!",XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25036.670553306947,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016021,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25844.764835531747,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016022,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25672.37289487536,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016023,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25224.672948800067,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016024,0.65,,V,"Fire during reconnection/formation event, laser not triggered.",XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,24860.83345240437,,,,,,,,,,,,,,,,,,,,,,,,,,,
