Shot,TS_TRIG,Energy,Fuel,Notes,Mount_Positions,Jack_Height,V_osc,V_amps12,V_amp3,POLY_2_2,POLY_2_3,POLY_3_1,POLY_3_2,POLY_3_3,POLY_3_4,POLY_3_5,POLY_4_1,POLY_4_2,POLY_4_3,POLY_4_4,POLY_4_5,POLY_5_1,POLY_5_2,POLY_5_3,POLY_5_4,POLY_5_5,radius_poly_2,radius_poly_3,radius_poly_4,radius_poly_5,i_tor_max,FIRE_TIME,Energy_Bayes,Pulse_Time,POLY_3_T_e_fixed,POLY_3_T_e_fixed_hpd95low,POLY_3_T_e_fixed_hpd95high,POLY_3_T_e_fixed_Rhat,POLY_3_T_e_drift,POLY_3_T_e_drift_hpd95low,POLY_3_T_e_drift_hpd95high,POLY_3_T_e_drift_Rhat,POLY_3_v_d_drift,POLY_3_v_d_drift_hpd95low,POLY_3_v_d_drift_hpd95high,POLY_3_v_d_drift_Rhat,POLY_4_T_e_fixed,POLY_4_T_e_fixed_hpd95low,POLY_4_T_e_fixed_hpd95high,POLY_4_T_e_fixed_Rhat,POLY_4_T_e_drift,POLY_4_T_e_drift_hpd95low,POLY_4_T_e_drift_hpd95high,POLY_4_T_e_drift_Rhat,POLY_4_v_d_drift,POLY_4_v_d_drift_hpd95low,POLY_4_v_d_drift_hpd95high,POLY_4_v_d_drift_Rhat,POLY_5_T_e_fixed,POLY_5_T_e_fixed_hpd95low,POLY_5_T_e_fixed_hpd95high,POLY_5_T_e_fixed_Rhat,POLY_5_T_e_drift,POLY_5_T_e_drift_hpd95low,POLY_5_T_e_drift_hpd95high,POLY_5_T_e_drift_Rhat,POLY_5_v_d_drift,POLY_5_v_d_drift_hpd95low,POLY_5_v_d_drift_hpd95high,POLY_5_v_d_drift_Rhat
181016015,1.6403,,D/He,Fire during V_INJ_A ~ minimum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22852.46496056937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016016,1.6403,,D/He,repeat,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22456.192008086524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016017,1.6403,,V,repeat - laser not triggered!,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22251.419546069723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016018,1.6403,,D/He,repeat,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22171.55611670185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016019,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22266.54964560136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016020,1.643,,V,"Fire during V_INJ_A ~ 0, laser not triggered!",XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25036.670553306947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016021,1.643,,D/He,Fire during V_INJ_A ~ 0.,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25844.764835531747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016022,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25672.37289487536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016023,1.6469999999999998,,D/He,Fire during V_INJ_A ~ maximum,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25224.672948800067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016024,0.65,,V,"Fire during reconnection/formation event, laser not triggered.",XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,24860.83345240437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016025,0.65,,D/He,repeat - fault but still got data,XDAF,1.25,1650.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24341.076082764503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016026,2.15,,D/He,"New trig. time, higher power",XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,24686.03387342253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016027,1.7,,D/He,New trig. time,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25516.216019496533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181016028,1.7,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,24379.668993728643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017005,1.7,,He,first plasma,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-13993.789034699475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017006,1.7,,He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-14091.037930820665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017007,1.7,,He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,13777.299166884706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017008,1.7,,He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,14089.009642962266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017009,1.7,,He,post-PDC,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-15137.346915525595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017010,1.7,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,15996.360045166346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017011,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23348.202602127953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017012,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23289.52840540732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017013,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23244.06814295264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017014,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23252.87537958335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017015,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-22957.80301977421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017016,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,195.58819445415162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017017,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,199.77914222985405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017018,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,214.31178463844432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017019,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22016.24639399069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017020,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22371.667076706915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017021,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22957.99912896605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017022,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22703.677601599877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017023,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22836.69190682304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017024,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22772.222031750083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017025,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22129.24708552097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017026,2.1,,D/He,High power shot - fault,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-417.4158166209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017027,2.1,,D/He,High power shot - fault,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,229.13380801750148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181017028,2.1,,D/He,High power shot,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25518.16274440384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018008,2.1,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,16425.42257625662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018009,2.05,,D/He,"He-doped D, weird laser pulse",XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-251.5055225387211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018010,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24462.32877516997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018011,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,25317.396247468423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018012,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24019.021579783242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018013,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25375.67533784126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018014,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25025.910063065297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018015,2.2,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25404.17517526368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018016,2.2,,D/He,higher flux,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,27229.558780783682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018017,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25541.4547078998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018018,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25482.82515115035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018019,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25274.839462662814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018022,2.2,,D,D only - starved,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-7343.661593006906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018023,2.0,,D,D only - minor starvation?,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-10402.780547784076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018024,2.0,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-21070.07050443733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018025,2.0,,D,D only - higher power,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-23185.702895429327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018026,2.0,,D,D only - weird laser pulse,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-23785.34652666285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018027,2.0,,D,D only - low laser energy,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-23866.25787626624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018028,2.0,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24074.85627469877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018029,2.1,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-17643.788039131632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018030,2.1,,D,D only - good!,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24780.383920322733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018031,2.1,,D,D only. laser triggered late,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24620.225343242742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018032,2.1,,D,D only. fault before laser fired,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-297.19939313104373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018033,2.1,,D,D only - ok,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24560.079709471007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181018034,2.1,,D,D only ,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25107.012273902757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190129007,2.1,11914.46107974488,He,need vacuum shot. Could be good?,XDAF,1.25,1850.0,2200.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25893.49216538888,0.002110519912093879,11941.716307276052,4.292e-05,49.428226562302704,3.2972651999967906,96.63348755951564,1.0010048060034875,50.81640709951143,3.6584723129691072,97.2749307878907,0.9999733333172932,-5448.751969235823,-487519.33037612523,454712.9889171655,0.999758100652626,50.02067537248805,3.113140269942458,96.95544182262198,1.0004449405787317,50.491904601708924,6.215566071534448,99.77926958166245,1.0006862922520758,4788.595744244022,-469830.23959927435,470501.46378288406,0.9998610914598286,,,,,,,,,,,,
190129008,2.1,,-He,vacuum shot - bad oscilloscope settings,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-248.73880271931716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190129009,2.1,,-He,vacuum shot - bad oscilloscope settings,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,194.56904804296985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190129010,2.1,3.000296200502038,V,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-177.46525547014306,0.002110840054228902,2.9941295024644488,1.0586e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190129011,2.1,3.0837331164336788,V,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,186.25967597419108,0.002110840054228902,3.0777573779013774,1.0574e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
