Shot,TS_TRIG,Energy,Fuel,Notes,Mount_Positions,Jack_Height,V_osc,V_amps12,V_amp3,POLY_2_2,POLY_2_3,POLY_3_1,POLY_3_2,POLY_3_3,POLY_3_4,POLY_3_5,POLY_4_1,POLY_4_2,POLY_4_3,POLY_4_4,POLY_4_5,POLY_5_1,POLY_5_2,POLY_5_3,POLY_5_4,POLY_5_5,radius_poly_2,radius_poly_3,radius_poly_4,radius_poly_5,i_tor_max
181017015,2.1,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-22957.803019774212
181017016,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,195.58819445415156
181017017,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,199.77914222985405
181017018,2.1,,V,Vacuum,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,214.3117846384443
181017019,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22016.24639399069
181017020,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22371.667076706915
181017021,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22957.999128966043
181017022,2.15,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22703.677601599877
181017023,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22836.691906823035
181017024,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22772.222031750076
181017025,1.92,,D/He,Deuterium,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22129.24708552097
181017026,2.1,,D/He,High power shot - fault,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-417.41581662099986
181017027,2.1,,D/He,High power shot - fault,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,229.13380801750148
181017028,2.1,,D/He,High power shot,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,25518.162744403835
181018008,2.1,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,16425.42257625662
181018009,2.05,,D/He,"He-doped D, weird laser pulse",XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-251.5055225387211
181018010,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24462.328775169975
181018011,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,25317.396247468423
181018012,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24019.021579783242
181018013,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25375.67533784126
181018014,2.05,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25025.910063065305
181018015,2.2,,D/He,He-doped D,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25404.175175263685
181018016,2.2,,D/He,higher flux,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,27229.55878078368
181018017,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25541.4547078998
181018018,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25482.82515115035
181018019,2.2,,D/He,repeat,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25274.839462662814
181018022,2.2,,D,D only - starved,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-7343.661593006904
181018023,2.0,,D,D only - minor starvation?,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-10402.780547784077
181018024,2.0,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-21070.07050443733
181018025,2.0,,D,D only - higher power,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-23185.702895429327
181018026,2.0,,D,D only - weird laser pulse,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-23785.346526662852
181018027,2.0,,D,D only - low laser energy,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-23866.25787626624
181018028,2.0,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24074.856274698763
181018029,2.1,,D,D only,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-17643.78803913163
181018030,2.1,,D,D only - good!,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24780.383920322733
181018031,2.1,,D,D only. laser triggered late,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24620.225343242746
181018032,2.1,,D,D only. fault before laser fired,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-297.19939313104373
181018033,2.1,,D,D only - ok,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24560.079709471007
181018034,2.1,,D,D only ,XDAF,1.25,1650.0,2400.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25107.01227390276
190129007,2.1,,He,need vacuum shot. Could be good?,XDAF,1.25,1850.0,2200.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25893.492165388885
190129008,2.1,,He,vacuum shot - bad oscilloscope settings,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-248.73880271931714
190129009,2.1,,He,vacuum shot - bad oscilloscope settings,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,194.56904804296988
190129010,2.1,,He,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-177.46525547014306
190129011,2.1,,He,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,186.2596759741911
190129012,2.1,,He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25929.414346681788
190129013,2.1,,He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-33203.45612652922
190129014,2.1,,He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-34164.276006645705
190129015,2.1,,He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-34250.02673187332
190129016,2.1,,He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,27918.49558944235
190129017,2.1,,He,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-473.1032365944387
190129018,2.1,,He,vacuum shot,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-227.44889222736595
190129019,2.1,,D/He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-26751.815869130478
190129020,2.1,,D/He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,41225.3800894858
190129021,2.1,,D/He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,38437.059634091136
190129022,1.8,,D/He,plasma,XDAF,1.25,1850.0,2200.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-35812.75761023978
190130012,1.8,,D/He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-30225.719734467664
190130013,1.8,,D/He,plasma - saturation on p3c3,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-39368.69192226228
190130014,1.8,,D/He,plasma - data on all channels??!,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,39951.678145616155
190130015,1.8,,D/He,vacuum,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-447.02709545386494
190130016,1.8,,D/He,vacuum,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-407.7774936745261
190130017,1.8,,D/He,vacuum,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-449.6028519978226
190130018,1.8,,D/He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-36537.34092371223
190130019,1.8,,D/He,plasma - missing some TS data from bad scope read,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-36036.832747600565
190130020,1.8,,D/He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-35388.08304498378
190130021,1.8,,D/He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-39707.42196199945
190130022,1.8,,D/He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-39959.373803028415
190131002,1.8,,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,269.9038293976888
190131003,1.8,,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,273.01904623311464
190131004,1.8,,V,laser off,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,514.1965190408048
190131005,1.8,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,20370.437269447833
190131006,1.8,,He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,20821.710416532755
190131007,1.8,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22017.230918019675
190131008,0.63,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22088.04821108763
190131009,0.63,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22037.82581097779
190131010,0.63,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22422.201360970572
190131011,0.53,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22581.0387949258
190131012,0.73,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22901.408750986542
190131013,0.73,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22318.087326394376
190131014,0.53,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22899.371802436195
190131015,0.83,,He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-26026.2603873863
190131016,0.83,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22459.907722350254
190131017,0.83,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22882.885313058312
190131018,0.93,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,23026.104619251215
190131019,0.93,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25784.403196009436
190131020,1.03,,He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25344.573038025912
190131021,1.03,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22672.597279485803
190131022,1.03,,He,plasma - some weird noise,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22808.72994327902
190131023,1.03,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,22950.78440641641
190201003,1.03,,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-109.92819893774023
190201004,1.03,,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-140.68937959905293
190201005,1.13,,He,scrapped,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,
190201006,1.13,,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-24617.871049530986
190201007,1.13,,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809834996,0.25238858928247926,0.3322743595283873,,-25034.987715146563
